id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx
07249,img/07249.png,0,obama throws first pitch at an all-star game,train,465,2042,1921
75403,img/75403.png,0,no difference between both,train,466,158,2886
30948,img/30948.png,0,how it feels to chew peppermint gum after biting a jalapeno,train,467,2442,128
38245,img/38245.png,0,when you eat your rehab romance booty in the laundry room but she's day 3 sick,train,468,159,4486
89160,img/89160.png,0,live your life every moment,train,469,7127,160
93658,img/93658.png,0,i like offending people because i think people who get offended should be offended,train,470,7410,161
32046,img/32046.png,0,smoke pours from the wtc on 911,train,471,7258,162
04568,img/04568.png,0,me during no shave november,train,472,5580,163
54817,img/54817.png,0,"i had twins with my third husband, which i conceived while married to my first husband, and delivered while married to my second husband, who adopted them before i divorced him and married my third husband. but that was then, now i'm married to my fourth husband. i'm just an evangelical who believes in the sanctity of marriage",train,473,4262,4133
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""",train,474,6960,164
58197,img/58197.png,0,once you go black so does your face,train,475,160,1862
92185,img/92185.png,0,running tired of bitches from the dick? i give you the clamp that bitch down 3000,train,476,161,6086
38704,img/38704.png,1,chicken niggers,train,477,4438,4300
75481,img/75481.png,0,this has nothing to do with this post but i have 2 barely fucked goats for sale,train,478,162,3953
42309,img/42309.png,1,"we're new, bold, and we hate you! we hate whites, jews, christians, conservatives, republicans, & patriots",train,479,3180,165
04253,img/04253.png,0,sad world history,train,480,5873,166
28971,img/28971.png,0,it wasn't my fault my truck has tranny issue's,train,481,163,5933
26741,img/26741.png,0,on behalf of nsw go f@#k yourself queensland,train,482,5661,167
03685,img/03685.png,0,not all angels reside in heaven.. many walk the battlefield.,train,483,7072,6934
40286,img/40286.png,0,when each letter is a mental disorder,train,484,164,168
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,train,485,165,99
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,train,486,166,169
54397,img/54397.png,0,when another dog pees on your lawn,train,487,4552,170
07192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,train,488,6410,6238
01392,img/01392.png,0,hello jesus thanks for making a way!,train,489,2208,2087
67219,img/67219.png,0,that's right white crackers,train,490,2625,2505
14697,img/14697.png,0,"everyone knows hitting appliances that stop working, sometimes fixes the problem",train,491,167,5017
68194,img/68194.png,0,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",train,492,168,1681
32468,img/32468.png,0,be sure to spay or neuter your spouse today,train,493,169,1680
01524,img/01524.png,0,when you catch your goat with another man,train,494,170,171
60937,img/60937.png,0,mississippi wind chime,train,434,147,7232
75428,img/75428.png,1,black people: damn y'all crackas some bitches y'all so sensitive lmao mayo ass crackas white people: black people:,train,495,5448,5303
67512,img/67512.png,0,in alcohols defense i've made some pretty shitty decisions while sober,train,496,4154,4032
83492,img/83492.png,0,"when someone starts acting all friendly, but you already know what they really are",train,497,171,6647
94617,img/94617.png,0,burning things that don't mean anything to you,train,498,172,172
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,train,499,173,5846
32765,img/32765.png,0,if you outlaw abortions abortions will just happen illegally but if you outlaw guns we will all be safe from gun crime,train,500,3079,2941
04326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,train,501,3914,173
65413,img/65413.png,0,the thing about deeply depressed people is we don't smile with our teeth we smile with our eyes,train,502,5160,5008
76034,img/76034.png,1,my momma... momma says girls are the devil,train,503,174,6606
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,train,504,3254,3125
36981,img/36981.png,0,"when someone says, ""money can't buy happiness."" then explain these.",train,505,2526,2402
63140,img/63140.png,0,and then i said homosexuals can go to heaven,train,506,4209,4084
68307,img/68307.png,0,just like that democrats who said you aren't mature enough to own a gun til 21 decided you are mature enough to vote on laws about guns at 16,train,507,5271,5118
75182,img/75182.png,0,what bomb,train,508,3437,3323
89610,img/89610.png,0,elon musk presents infinite energy source,train,509,5733,5575
69137,img/69137.png,0,new seat belt design 50% less accidents,train,510,175,4676
17829,img/17829.png,0,when you tell him he can't go to chic-fil-a on sundays. what do you mean?,train,511,2680,2557
90165,img/90165.png,0,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs',train,512,176,5881
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,train,513,6027,174
32485,img/32485.png,0,when you floor it but your passengers arent ready,train,514,5537,5385
78906,img/78906.png,0,you can't get her pregnant if she's a goat,train,515,177,6870
41258,img/41258.png,0,you see that?? it means get the fuck back to the kitchen,train,516,178,2496
04296,img/04296.png,0,now imagine if native american cowboys rode bicycles,train,517,4467,4328
56841,img/56841.png,0,not all of us are terrorists but all terrorists are one of us,train,518,179,4203
01658,img/01658.png,0,first rule of fight club.,train,519,7352,7209
85062,img/85062.png,1,who let this retard in this group,train,520,6839,6675
89740,img/89740.png,1,africa 100 years ago africa today + aids,train,521,5688,5539
53278,img/53278.png,0,*laughs in goat-fucker*,train,522,180,175
67159,img/67159.png,1,christianity making white people stupid for the past 2000 years,train,523,5679,5531
95683,img/95683.png,0,"and then i said, mr. president only targets there's no walmart's in north korea",train,524,181,6829
85271,img/85271.png,0,a bad day for everyone including muslims defend homeland security a good day for us all in 2019,train,525,182,176
16409,img/16409.png,0,hachimaki is a traditional headband worn by japanese men,train,526,5370,177
17504,img/17504.png,0,beach vibe,train,527,1783,178
62739,img/62739.png,0,lmao laugh my ass off,train,528,6335,6168
85421,img/85421.png,0,gays on their way home after pride week,train,529,183,2399
29731,img/29731.png,0,take me out for dinner first then you have my permission to play lol,train,530,5028,4869
74152,img/74152.png,0,i'd like to report hello 911 emergency? a misandry! yes this girl came out of nowhere and totally ignored my man feelings!,train,531,3575,3442
61802,img/61802.png,1,black friday sale,train,532,184,179
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i",train,533,7242,7100
53714,img/53714.png,0,we are peaceful people,train,534,4521,180
79358,img/79358.png,0,all walks of people can celebrate the gift of life,train,535,6662,181
34920,img/34920.png,1,the smell of not wearing deoderant,train,536,5849,182
63415,img/63415.png,0,when the pope addresses the people he does it with a smile,train,537,4164,183
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,train,538,185,3542
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,train,539,5966,4
61485,img/61485.png,0,"don't do the crime, if you can't do the time",train,540,4598,70
89603,img/89603.png,0,when you've had a long day but you need to but geroceries,train,541,6121,184
16784,img/16784.png,0,"o yeah we got the nintendo switch! hey goat, yes human? close your eyes goat, ok human",train,542,2532,185
80169,img/80169.png,1,(muslim noises),train,543,5594,5438
54936,img/54936.png,0,summers here lets swim,train,544,6092,5929
83290,img/83290.png,0,"first of all, take a moment to realize who the fuck you are talking to",train,545,5337,5186
97816,img/97816.png,0,good skeleton,train,546,7179,186
73562,img/73562.png,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof,train,547,186,2826
42368,img/42368.png,1,"""radical"" islam? is there a kind that doesn't molest children and goats and behead people?",train,548,1788,1688
15743,img/15743.png,0,when you introduce someone to a new meme you like that?,train,549,187,187
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs",train,550,5798,5638
85362,img/85362.png,0,man getting arrested by the la pd,train,551,3530,188
25968,img/25968.png,0,what! no i am not asian,train,552,3908,3794
40965,img/40965.png,0,obama voters,train,260,90,140
41568,img/41568.png,1,when she hits you with the super sloppy 2 handed mctwist while making eye contact and calling you daddy and you just go full autistic,train,553,1929,1816
71289,img/71289.png,0,after smelling that home cooked meal,train,554,4169,189
08172,img/08172.png,0,bosses be like when you coming in?,train,555,4001,3887
60128,img/60128.png,1,don't know how to deal with black people but i guess i'll take a shot at it,train,556,188,190
84703,img/84703.png,0,"""oh no hundreds of white people: years of culture is being destroyed"" all other reaces: first time?",train,557,7206,7072
04325,img/04325.png,0,its a 3-day weekend pace yourself,train,558,6889,6734
07258,img/07258.png,0,"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it""",train,559,5269,5115
98764,img/98764.png,0,african kids dancing and celebrating,train,560,3837,191
04162,img/04162.png,0,one of the most brillant minds in science,train,561,1944,192
06357,img/06357.png,0,it's time to stop this,train,562,2184,193
68947,img/68947.png,0,fuck the enemy so hard their eyebrows bleed,train,563,4806,4648
25639,img/25639.png,1,why isn't my drain working? probably cause the pipe's black,train,564,189,4004
52738,img/52738.png,0,all part of satan's plan. the anti christ will come from this,train,565,190,7149
47598,img/47598.png,1,"actually retard, the muslims aren't the problem the problem is that pussies are stopping us from killing the muslims",train,566,191,4345
09716,img/09716.png,0,weeeee! im back home,train,567,5904,194
08632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am",train,568,4347,4207
78520,img/78520.png,0,run along now felicia you don't want to miss the water truck.....ya thirsty bitch,train,569,5179,5031
82763,img/82763.png,0,"--and if anything happens, the women are to blame -- that's right, it's their fault, definitely",train,570,192,6318
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,train,571,5940,5770
38156,img/38156.png,0,"we used to have safe neighborhoods now we have ""diversity""",train,572,6123,5958
62358,img/62358.png,0,when you enter the womens restroom by mistake,train,573,1888,1779
48317,img/48317.png,0,dressed for sundays best,train,574,6872,6717
20759,img/20759.png,1,this steak is so black it stole my television,train,575,193,3109
76328,img/76328.png,0,broken dishwasher for sale or rent,train,576,194,195
20879,img/20879.png,0,what does a baby from auschwitz look like?,train,577,195,196
62435,img/62435.png,1,wing wing wing herro? thats racist,train,578,3302,3177
62849,img/62849.png,1,cumshot on jewish girl face - 1943,train,579,3147,3014
19586,img/19586.png,0,conjoined twins abby and brittany,train,580,3125,197
84120,img/84120.png,0,when u tryin to be cute but she gotta make everything sexual,train,581,2904,2780
81630,img/81630.png,0,being disabled doesn't stop me,train,582,3792,198
41032,img/41032.png,0,going on vacation vs going back to work,train,583,6794,199
35910,img/35910.png,0,am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country? gotcha!,train,584,6841,6681
07591,img/07591.png,0,democrats claim daca kids shouldn't t have to pay for their parent's crimes.. ...but white people are still responsible for 17th century slave owners??,train,585,196,4512
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,train,586,6737,6570
85923,img/85923.png,0,ford owner blew a rod wasnt talking about his engine,train,587,197,3304
45912,img/45912.png,0,this offends me ban them do you agree?,train,588,198,2599
87031,img/87031.png,0,you funny mother fucker you!!,train,589,2495,2373
06483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~",train,590,5058,4897
64130,img/64130.png,0,the look on your face after killing someone!,train,591,1833,1738
31074,img/31074.png,0,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow,train,592,199,3762
82637,img/82637.png,0,"""where you can get with that bull shit what is "" fuck outta here"" correct",train,593,7011,6871
12349,img/12349.png,1,a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?,train,594,200,200
43128,img/43128.png,1,when the plantation owner trades you for a tractor w.t.f!!!,train,595,6037,201
29761,img/29761.png,0,ps4 playstation' vr required food simulator 18 18,train,596,5162,5010
17495,img/17495.png,0,black men latin men asian men white men,train,597,7360,7216
15409,img/15409.png,0,i'm awesome on the piano but i suck at singing,train,598,201,202
59317,img/59317.png,0,"it's okay honey,we stole what we could and we'll live way better than the fools who voted for us",train,599,4405,4268
78469,img/78469.png,1,when each letter is a mental disorder,train,484,164,203
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass",train,600,3614,3479
26497,img/26497.png,0,people will do shit like this but lock their door when someone sketchy walk by,train,601,4668,4515
65980,img/65980.png,0,i just ran over nancy pelosi you're welcome,train,602,6843,6683
27139,img/27139.png,0,new military drone to fight isis it explodes on penatration,train,603,202,3609
23690,img/23690.png,0,stop the racism.. we were all white once..,train,604,3731,3615
64853,img/64853.png,0,the black ranger do you really think they were just talking about his costume? your argument it's completely valid!,train,605,4242,4112
01492,img/01492.png,0,i don't like the sun so i wear a visor,train,606,6663,35
97542,img/97542.png,0,meanwhile at the isis strip club,train,117,39,41
98561,img/98561.png,0,first they laugh then they imitate,train,607,203,1706
18597,img/18597.png,0,they stole ma chickin i stole their life,train,186,69,4314
92467,img/92467.png,0,"musslamic democrat ilhan omar, has threatened members of congress she's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture"" share to say arrest her now!",train,608,204,204
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,train,609,205,205
58604,img/58604.png,1,i got 99 problems and chromosomes are one,train,610,206,206
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,train,611,5768,5613
16278,img/16278.png,1,"i played baseball with a bunch of orphans yesterday. i won, because none of them knew where home was",train,612,5129,207
40932,img/40932.png,0,"when someone accuses you of being racist, but they don't realize you have a black friend i know someone",train,613,3158,3025
96824,img/96824.png,0,there's no shame in having pride in who you are,train,614,2709,2585
92453,img/92453.png,0,when your boss volunteers you for the next suicide bombing,train,615,207,5386
89162,img/89162.png,0,"""it's time for us to impeach this president"" ilhan omar should president trump be impeached?",train,616,4564,204
82379,img/82379.png,1,there's so much white trash in this picture i barely know where to start!,train,617,208,6720
31765,img/31765.png,0,honestly i'm probably single because.. i never forwarded those chain messages in 2008,train,618,2347,2214
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""",train,619,3963,3849
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them",train,620,5979,5814
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,train,621,21,208
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view",train,622,209,3724
48756,img/48756.png,0,no more excuses let's go out and celebrate,train,623,4161,209
41803,img/41803.png,0,don't blame people for disappointing you blame yourself for trusting them,train,624,5065,210
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,train,625,4761,7
42015,img/42015.png,0,wow they are upset,train,626,3605,3473
67214,img/67214.png,0,"""do you have a moment to talk about bacon?""",train,627,5563,5410
37548,img/37548.png,0,i got some  down bitches i can call,train,628,210,2648
73241,img/73241.png,0,men can be frustrating why can't i ever get a date i'm so lonely,train,629,5735,211
27816,img/27816.png,0,black people anything that doesn't belong to them,train,630,211,6460
79613,img/79613.png,0,time to kill some motherfuckers!!,train,631,2456,2330
86051,img/86051.png,0,by cutting off their hands leopold ii of belgium massacred millions of africans,train,632,4063,3942
03957,img/03957.png,0,lawn darts muslim style,train,633,212,4309
18693,img/18693.png,0,when i grow up i want to be a doctor,train,634,213,212
23061,img/23061.png,0,promises trump is going to be arrested gets arrested the day after it's confirmed trump isn't going to be arrested,train,635,2261,2139
67809,img/67809.png,0,fuck tryin' to please people that can't be pleased life is too short!,train,636,5554,5400
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,train,637,214,213
59231,img/59231.png,0,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen",train,638,215,3602
59346,img/59346.png,0,we demand more sancuary cities for refugees! you would want the same for yourself!,train,639,5077,214
32768,img/32768.png,0,theory of everything imdb 7.7/10,train,640,1771,192
76138,img/76138.png,0,soybeaner fest 2019!!!! coming to a farm near you!!! if facebook allows it,train,641,6349,6185
15902,img/15902.png,0,"wait , mohammad come back!! i didn't mean to laugh, your haircut looks great!",train,642,4153,215
23849,img/23849.png,0,guns don't kill people clintons kill people,train,643,4978,4813
60729,img/60729.png,1,muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians,train,644,2329,2192
54976,img/54976.png,0,"""life hack #23 how to get stoned with no weed""",train,645,216,2226
36480,img/36480.png,0,i don't understand your specific kind of stupid. but i do admire your total commitment to it,train,646,217,216
46251,img/46251.png,0,"so the military is doing its job, but not getting paid. and congress is not doing its job, but getting paid?",train,647,5837,5672
45698,img/45698.png,0,i have suddenly forgotten how to swim,train,648,3467,3357
79286,img/79286.png,0,been talking shit about trump since day one. now crying like bitches after getting called out,train,255,88,165
01526,img/01526.png,0,put the money in a bag. now! that will be $0.15,train,649,7243,7101
75832,img/75832.png,0,"""never forget"" - you said.. i am the proof you have forgotten",train,650,218,3098
91283,img/91283.png,0,we want sharia law !! well.... go home,train,651,219,217
16539,img/16539.png,0,child homelessness is the new issue in america,train,652,2266,218
95108,img/95108.png,0,went gay clubbing with some friends turns out out they were expecting something very different,train,653,220,7307
95174,img/95174.png,0,"we shouldn't just study civics in high school we should study other cars, too",train,654,2159,2038
45706,img/45706.png,0,chevy guys be like we just got done muddin' ford guys be like we just got done muddin',train,655,221,1664
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died",train,656,2237,2113
39821,img/39821.png,0,even i can see duke sucks,train,657,222,3095
41923,img/41923.png,0,only 30's kids will remember this,train,658,223,6873
32714,img/32714.png,0,hahaha fucking idiot,train,659,4755,4604
85960,img/85960.png,0,puts an intern under his desk impeachment proceedings for lying under oath bends an entire nation over his desk placed on a pedestal by liberals and the media,train,660,5954,5786
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,train,661,6478,6298
46178,img/46178.png,0,earth's most endangered species white children,train,662,3960,3847
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,train,663,5991,5828
81094,img/81094.png,1,new swing set installed at linkin park,train,664,5745,5588
37809,img/37809.png,0,now that's what i call koality,train,665,5623,5468
62314,img/62314.png,0,manditory vaccinations with no exemptions i do nazi the problem....,train,666,224,159
81436,img/81436.png,0,now that's a level of stupid i've not seen in a long time,train,667,3316,3190
29376,img/29376.png,0,get in loser we're invading poland,train,668,225,219
96508,img/96508.png,0,umm yea.. if you you could just go fuck yourself that'd be great.,train,669,4026,3910
76892,img/76892.png,0,when one of your boy says he's a fan of conor mcgregor,train,670,6468,6287
13096,img/13096.png,1,virgin sheep running from horny muslims,train,671,5087,4930
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger",train,672,2918,2800
52496,img/52496.png,0,tweekers be like y'all hear that shit!?,train,673,6799,6635
56708,img/56708.png,0,"muhammed and aisha, the first date",train,674,6421,6248
27605,img/27605.png,0,lyin' thinking about lyin' really lyin' just got done lyin',train,675,5973,5811
80792,img/80792.png,0,when you introduce someone to a new meme you like that?,train,549,187,187
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,train,676,226,5441
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,train,677,2014,1895
14360,img/14360.png,0,when isps are pushing to get rid of net neutrality protection from the law oh fuck put it back in!,train,678,5343,220
74631,img/74631.png,0,when each letter is a mental disorder,train,484,164,221
82134,img/82134.png,1,the test results are in and... you are a nigger,train,679,2562,2434
76814,img/76814.png,0,make the best out of what you have,train,680,6666,222
75928,img/75928.png,0,white people after they put the divider in between your groceries,train,681,227,223
13459,img/13459.png,0,when you're in jail and missing her like crazy,train,682,6654,224
92867,img/92867.png,0,great minds think alike,train,683,228,1690
02519,img/02519.png,0,it's funny because he's fat!,train,684,7426,7280
21354,img/21354.png,0,"jesus take the wheel. carlos, you take the stereo. and i'll take lookout",train,685,229,1871
73810,img/73810.png,0,"when i was a kid i found a vibrator in my parents room they told me it was a muscle massager, i rubbed it on my sore muscles all the time",train,686,4337,4200
47862,img/47862.png,0,there's just certain shit you don't do in life out of respect!,train,687,3368,3246
94378,img/94378.png,0,save them from death,train,688,3353,225
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,train,689,4871,226
52974,img/52974.png,1,which jewish girl is hotter?,train,690,230,6043
87203,img/87203.png,0,domestic violence should never be tolerated,train,691,2105,227
32051,img/32051.png,0,when they know you got a drug problem so they give you a gift card instead of cash but they don't know how the dope game is played!?,train,692,4253,4123
40896,img/40896.png,0,"prayer is powerful, it matters not when or where",train,693,5154,228
05984,img/05984.png,0,removes polish with chemicals nobody bats an eye removes polish with chemicals everyrody loses his shit,train,694,231,6457
65328,img/65328.png,1,how to get a black guy to see his baby,train,695,232,7020
15630,img/15630.png,0,i'll never forget who did this no matter how much facebook defends them,train,696,3786,3672
80629,img/80629.png,0,if ignorance is bliss this is the happiest man on the planet,train,697,3826,3712
73596,img/73596.png,0,you idiot you threw shit at the wrong keeper,train,698,7416,229
21346,img/21346.png,0,slinkies are a good valentine gift for your girl,train,699,6917,230
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,train,700,233,231
13690,img/13690.png,0,the face he makes when he's about to tell you another war story,train,701,2404,232
07983,img/07983.png,0,did we run out of gas ? someone get out and push,train,702,1758,233
15648,img/15648.png,1,"it is no longer pc to call someone a ""tweeker""... they must now be referred to as ""methican american",train,703,2131,2014
34675,img/34675.png,0,normal people after a tragedy me : oh man these memes are going to be fucking great,train,704,4476,4340
59684,img/59684.png,0,how to keep the thefts out,train,705,234,5730
25706,img/25706.png,0,some people have to walk 20 miles a day for fresh water. some kids will never know the struggle,train,706,6360,234
03298,img/03298.png,0,thanks for visiting,train,707,3209,235
53204,img/53204.png,0,"i'm sorry, i can't help it, i'm just a jackass",train,708,4872,4715
62514,img/62514.png,0,idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance,train,709,2809,2685
59376,img/59376.png,1,a head diaper is required when you have shit for brains,train,710,235,236
89061,img/89061.png,0,you find it offensive i find it funny.. that's why i'm happier than you,train,711,4064,3943
73045,img/73045.png,0,where's jaws when you need him ?,train,712,236,1710
43675,img/43675.png,0,when your pesky cat wants to be extra warm despite telling them no,train,713,7171,237
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion",train,714,2614,2485
26034,img/26034.png,0,"i'm not only smart, i'm street-smart. oh sure, you're street smart sesame street smart",train,715,5752,5595
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,train,716,237,4894
62408,img/62408.png,0,unless you want to be a stamp collector then there's no reason to be mad with this,train,717,4939,238
30958,img/30958.png,0,chocolate melts at 86*f,train,718,238,6984
35218,img/35218.png,0,i can't wait to name you some dumb shit nobody can pronounce,train,719,239,2079
96840,img/96840.png,1,what would i do if she was pregnant,train,720,240,21
83510,img/83510.png,0,the look you give when you gonna start trouble,train,721,5565,5413
67109,img/67109.png,1,"#lagostoibadan men are scum, men are scum but you still go 154km for cum",train,722,2478,2352
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,train,723,231,3333
68715,img/68715.png,0,joke time ... 3 bomb technicians walk into a bar,train,724,2670,239
92478,img/92478.png,0,this is what happens when you actually go fuck yourself,train,725,6303,6135
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet",train,726,5413,5266
13068,img/13068.png,0,"some noise"" and she start screaming when you at a concert with ya girl and the dj says ""all my single ladies make",train,727,3700,3585
69542,img/69542.png,0,stop testing the new me like the old me ain't still in me,train,728,3114,2981
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,train,729,241,240
03187,img/03187.png,0,every dad: *shaves beard* his own baby: i've never met this man in my life,train,730,3551,3421
03574,img/03574.png,0,pull up your pants and back away from the goat!!,train,731,242,3225
92514,img/92514.png,0,this toaster is on fire,train,732,243,1708
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,train,733,4833,241
10538,img/10538.png,0,morgan freeman condemning slavery,train,734,7356,242
05841,img/05841.png,0,what's worse than ants in your pants? uncles,train,735,244,6371
28074,img/28074.png,0,you know you're official when your friend invites you to church,train,736,5489,243
34862,img/34862.png,0,when i grow up... lol nevermind,train,737,245,6774
24581,img/24581.png,0,be careful with pedestrians,train,738,6906,244
70843,img/70843.png,0,when you did something wrong *you unconscious mind: you know what? maybe i need to go to the ranch,train,739,3561,3429
31568,img/31568.png,0,alabama: bans abortions. all of alabama in 5 years,train,740,246,245
60592,img/60592.png,1,it's hard to be first class when you're white trash,train,741,2136,2019
15824,img/15824.png,0,piggy back ride racing with friends is one way to get your cardio,train,742,2466,246
64017,img/64017.png,0,those fucking russians,train,743,247,4292
63871,img/63871.png,1,you can be any gender you want if you are mentally ill,train,744,248,2927
41562,img/41562.png,0,when you give him literally one job and he's somehow forgotten,train,745,3503,247
20876,img/20876.png,0,i heard you need a new tranny?,train,746,249,3681
21908,img/21908.png,0,the face she makes when she dumps a load,train,747,2200,248
76851,img/76851.png,0,we have improved in our machines,train,748,5334,249
67431,img/67431.png,0,when you go to war with china it's the fifth time i killed that guy,train,749,3234,3101
65124,img/65124.png,0,"hmmm... who shall i arrest first brennan, clapper, comey or obama? hillary first!!",train,750,250,2985
46902,img/46902.png,0,maybe energy drinks are like mana potions in real life,train,751,2938,2817
85426,img/85426.png,0,i need help swimming,train,752,5208,62
04798,img/04798.png,0,are you bored? join spastics with special admin powers now,train,753,251,3111
31897,img/31897.png,0,toshiba? i lost a friend on that beach,train,754,5037,250
93275,img/93275.png,1,i'm this pretty because both my parents are white,train,755,252,2055
47618,img/47618.png,0,when they say not to blink or you'll miss the magic trick,train,756,1867,251
81975,img/81975.png,1,best thing about an ethiopian blowjob?... you know shes gonna swallow!!!,train,757,253,1961
85729,img/85729.png,0,doesn't own a computer can still play minesweeper,train,758,254,2885
54917,img/54917.png,0,"out of the whole year, we only need women for about 365 days",train,759,6494,252
69158,img/69158.png,0,"i'm not an asshole, i'm a hemorrhoid. i irritate assholes",train,760,255,6377
86451,img/86451.png,0,i'm here to drink whiskey and kill terrorists and brother i'm all out of whiskey!,train,761,6765,253
10328,img/10328.png,1,how dikes look when they're in line paying for their pads,train,762,5148,4990
71485,img/71485.png,0,hurry ladies he's still.. luke warm,train,763,2389,2262
71583,img/71583.png,0,breaking news a zoo's chimpanzee escaped containment,train,764,2577,254
21403,img/21403.png,0,let me be clear i am a treasonous piece of shit,train,765,5695,5545
95482,img/95482.png,0,and then i said do i look like i give a fuck?!,train,766,256,2671
79610,img/79610.png,0,one does not simply walk into north korea,train,767,7364,7220
76140,img/76140.png,1,mexican and black jokes are all the same once you hear juan you here jamal,train,768,3178,148
35917,img/35917.png,1,i pictured a black girl naked today can i get an std from this?,train,769,3618,3484
01475,img/01475.png,1,last time muslims invaded europe vlad stuck poles up their asses and made a fucking forest be like vlad,train,770,6387,6217
49185,img/49185.png,1,the face you make when your pussy gets hard,train,771,4648,4493
16480,img/16480.png,0,israel we're coming for you next,train,772,3325,255
20617,img/20617.png,1,bruce jenner's cat,train,773,257,131
16058,img/16058.png,0,if you're gonna go boating make sure you have the proper flotation devices,train,774,258,3306
70849,img/70849.png,1,head teachers given the power to ban the burqa in british schools share if you want a full ban in britain!,train,775,259,3636
78306,img/78306.png,0,the hardcore way to eat ramen noodles: 1. boil water 2. eat block of ramen 3. drink boiled water 4. snort flavored powder 5 fuck bitches,train,776,3844,3727
97623,img/97623.png,1,tattoos are bad for your health i know 5 million people who had tattoos and they all died,train,777,1,4
92314,img/92314.png,1,the difference between you and hitler at least hitler could use an oven,train,778,3777,3662
52406,img/52406.png,1,do you shop at wal-mart? did you vote for trump? you might be white trash,train,779,7076,6937
71230,img/71230.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,train,148,50,4602
90786,img/90786.png,1,"so, where did you get all of this gold elizabeth? i stole it from africa!!!",train,780,260,2576
62458,img/62458.png,0,happy and in love,train,781,3734,256
40137,img/40137.png,0,muslims moved in... but theyre not moving out.,train,782,261,3048
38069,img/38069.png,0,morgan freeman morgan not-so-freeman,train,783,262,6494
